"postal_code","geographic_unit_name","geographic_unit_fips","results","county_fips"
"GA","Ware","13299",12184,"13299"
"GA","Warren","13301",2334,"13301"
"GA","Washington","13303",8461,"13303"
"GA","Wayne","13305",10413,"13305"
"GA","Webster","13307",1116,"13307"
"GA","Wheeler","13309",2102,"13309"
"GA","White","13311",11823,"13311"
"GA","Whitfield","13313",30658,"13313"
"GA","Wilcox","13315",2976,"13315"
"GA","Wilkes","13317",4486,"13317"
"GA","Wilkinson","13319",4287,"13319"
"GA","Worth","13321",8295,"13321"
"KS","Allen","20001",5454,"20001"
"KS","Anderson","20003",3350,"20003"
"KS","Atchison","20005",6575,"20005"
"KS","Barber","20007",2252,"20007"
"KS","Barton","20009",10269,"20009"
"KS","Bourbon","20011",6093,"20011"
"KS","Brown","20013",4036,"20013"
"KS","Butler","20015",27657,"20015"
"KS","Chase","20017",1369,"20017"
"KS","Chautauqua","20019",1481,"20019"
"KS","Cherokee","20021",8620,"20021"
"KS","Cheyenne","20023",1407,"20023"
"KS","Clark","20025",1005,"20025"
"KS","Clay","20027",3820,"20027"
"KS","Cloud","20029",3930,"20029"
"KS","Coffey","20031",4068,"20031"
"KS","Comanche","20033",867,"20033"
"KS","Cowley","20035",12621,"20035"
"KS","Crawford","20037",14891,"20037"
"KS","Decatur","20039",1452,"20039"
"KS","Dickinson","20041",8210,"20041"
"KS","Doniphan","20043",3378,"20043"
"KS","Douglas","20045",50087,"20045"
"KS","Edwards","20047",1319,"20047"
"KS","Elk","20049",1259,"20049"
"KS","Ellis","20051",11947,"20051"
"KS","Ellsworth","20053",2679,"20053"
"KS","Finney","20055",10159,"20055"
"KS","Ford","20057",7718,"20057"
"KS","Franklin","20059",10965,"20059"
"KS","Geary","20061",7504,"20061"
"KS","Gove","20063",1343,"20063"
"KS","Graham","20065",1284,"20065"
"KS","Grant","20067",2389,"20067"
"KS","Gray","20069",2066,"20069"
"KS","Greeley","20071",650,"20071"
"KS","Greenwood","20073",2840,"20073"
"KS","Hamilton","20075",876,"20075"
"KS","Harper","20077",2578,"20077"
"KS","Harvey","20079",14916,"20079"
"KS","Haskell","20081",1354,"20081"
"KS","Hodgeman","20083",1017,"20083"
"KS","Jackson","20085",5818,"20085"
"KS","Jefferson","20087",8337,"20087"
"KS","Jewell","20089",1494,"20089"
"KS","Johnson","20091",290090,"20091"
"KS","Kearny","20093",1316,"20093"
"KS","Kingman","20095",3334,"20095"
"KS","Kiowa","20097",1079,"20097"
"KS","Labette","20099",8107,"20099"
"KS","Lane","20101",871,"20101"
"KS","Leavenworth","20103",30301,"20103"
"KS","Lincoln","20105",1464,"20105"
"KS","Linn","20107",4427,"20107"
"KS","Logan","20109",1357,"20109"
"KS","Lyon","20111",12288,"20111"
"KS","McPherson","20113",12742,"20113"
"KS","Marion","20115",5624,"20115"
"KS","Marshall","20117",4673,"20117"
"KS","Meade","20119",1720,"20119"
"KS","Miami","20121",15022,"20121"
"KS","Mitchell","20123",2942,"20123"
"KS","Montgomery","20125",12004,"20125"
"KS","Morris","20127",2624,"20127"
"KS","Morton","20129",1192,"20129"
"KS","Nemaha","20131",5122,"20131"
"KS","Neosho","20133",6314,"20133"
"KS","Ness","20135",1454,"20135"
"KS","Norton","20137",2234,"20137"
"KS","Osage","20139",7046,"20139"
"KS","Osborne","20141",1788,"20141"
"KS","Ottawa","20143",2903,"20143"
"KS","Pawnee","20145",2661,"20145"
"KS","Phillips","20147",2664,"20147"
"KS","Pottawatomie","20149",10693,"20149"
"KS","Pratt","20151",3842,"20151"
"KS","Rawlins","20153",1472,"20153"
"KS","Reno","20155",24210,"20155"
"KS","Republic","20157",2529,"20157"
"KS","Rice","20159",3804,"20159"
"KS","Riley","20161",21532,"20161"
"KS","Rooks","20163",2419,"20163"
"KS","Rush","20165",1503,"20165"
"KS","Russell","20167",3193,"20167"
"KS","Saline","20169",22064,"20169"
"KS","Scott","20171",2202,"20171"
"KS","Sedgwick","20173",188783,"20173"
"KS","Seward","20175",5038,"20175"
"KS","Shawnee","20177",75406,"20177"
"KS","Sheridan","20179",1374,"20179"
"KS","Sherman","20181",2612,"20181"
"KS","Smith","20183",2042,"20183"
"KS","Stafford","20185",1896,"20185"
"KS","Stanton","20187",637,"20187"
"KS","Stevens","20189",1891,"20189"
"KS","Sumner","20191",9722,"20191"
"KS","Thomas","20193",3576,"20193"
"KS","Trego","20195",1482,"20195"
"KS","Wabaunsee","20197",3380,"20197"
"KS","Wallace","20199",798,"20199"
"KS","Washington","20201",2765,"20201"
"KS","Wichita","20203",956,"20203"
"KS","Wilson","20205",3591,"20205"
"KS","Woodson","20207",1443,"20207"
"KS","Wyandotte","20209",48781,"20209"
"KY","Adair","21001",8233,"21001"
"KY","Allen","21003",8096,"21003"
"KY","Anderson","21005",11422,"21005"
"KY","Ballard","21007",4101,"21007"
"KY","Barren","21009",18488,"21009"
"KY","Bath","21011",4587,"21011"
"KY","Bell","21013",9718,"21013"
"KY","Boone","21015",57618,"21015"
"KY","Bourbon","21017",8803,"21017"
"KY","Boyd","21019",20454,"21019"
"KY","Boyle","21021",12946,"21021"
"KY","Bracken","21023",3527,"21023"
"KY","Breathitt","21025",5738,"21025"
"KY","Breckinridge","21027",8774,"21027"
"KY","Bullitt","21029",36069,"21029"
"KY","Butler","21031",5576,"21031"
"KY","Caldwell","21033",5975,"21033"
"KY","Calloway","21035",16049,"21035"
"KY","Campbell","21037",42510,"21037"
"KY","Carlisle","21039",2601,"21039"
"KY","Carroll","21041",3855,"21041"
"KY","Carter","21043",10278,"21043"
"KY","Casey","21045",6439,"21045"
"KY","Christian","21047",22083,"21047"
"KY","Clark","21049",16205,"21049"
"KY","Clay","21051",6767,"21051"
"KY","Clinton","21053",4462,"21053"
"KY","Crittenden","21055",4037,"21055"
"KY","Cumberland","21057",3066,"21057"
"KY","Daviess","21059",45807,"21059"
"KY","Edmonson","21061",5244,"21061"
"KY","Elliott","21063",2855,"21063"
"KY","Estill","21065",5545,"21065"
"KY","Fayette","21067",136315,"21067"
"KY","Fleming","21069",6260,"21069"
"KY","Floyd","21071",16540,"21071"
"KY","Franklin","21073",23865,"21073"
"KY","Fulton","21075",2382,"21075"
"KY","Gallatin","21077",3338,"21077"
"KY","Garrard","21079",7623,"21079"
"KY","Grant","21081",9559,"21081"
"KY","Graves","21083",16606,"21083"
"KY","Grayson","21085",10576,"21085"
"KY","Green","21087",5333,"21087"
"KY","Greenup","21089",16277,"21089"
"KY","Hancock","21091",4295,"21091"
"KY","Hardin","21093",43156,"21093"
"KY","Harlan","21095",10757,"21095"
"KY","Harrison","21097",7781,"21097"
"KY","Hart","21099",7264,"21099"
"KY","Henderson","21101",19710,"21101"
"KY","Henry","21103",7149,"21103"
"KY","Hickman","21105",2157,"21105"
"KY","Hopkins","21107",20345,"21107"
"KY","Jackson","21109",5501,"21109"
"KY","Jefferson","21111",353099,"21111"
"KY","Jessamine","21113",23326,"21113"
"KY","Johnson","21115",9572,"21115"
"KY","Kenton","21117",71998,"21117"
"KY","Knott","21119",5763,"21119"
"KY","Knox","21121",12012,"21121"
"KY","Larue","21123",6367,"21123"
"KY","Laurel","21125",24833,"21125"
"KY","Lawrence","21127",6042,"21127"
"KY","Lee","21129",2667,"21129"
"KY","Leslie","21131",4492,"21131"
"KY","Letcher","21133",9134,"21133"
"KY","Lewis","21135",5298,"21135"
"KY","Lincoln","21137",9561,"21137"
"KY","Livingston","21139",4645,"21139"
"KY","Logan","21141",10899,"21141"
"KY","Lyon","21143",3962,"21143"
"KY","McCracken","21145",31307,"21145"
"KY","McCreary","21147",5776,"21147"
"KY","McLean","21149",4566,"21149"
"KY","Madison","21151",37371,"21151"
"KY","Magoffin","21153",5116,"21153"
"KY","Marion","21155",8111,"21155"
"KY","Marshall","21157",16698,"21157"
"KY","Martin","21159",3953,"21159"
"KY","Mason","21161",7219,"21161"
"KY","Meade","21163",12231,"21163"
"KY","Menifee","21165",2779,"21165"
"KY","Mercer","21167",10585,"21167"
"KY","Metcalfe","21169",4620,"21169"
"KY","Monroe","21171",4991,"21171"
"KY","Montgomery","21173",11452,"21173"
"KY","Morgan","21175",4775,"21175"
"KY","Muhlenberg","21177",13060,"21177"
"KY","Nelson","21179",20802,"21179"
"KY","Nicholas","21181",2841,"21181"
"KY","Ohio","21183",10398,"21183"
"KY","Oldham","21185",32853,"21185"
"KY","Owen","21187",5001,"21187"
"KY","Owsley","21189",1759,"21189"
"KY","Pendleton","21191",6007,"21191"
"KY","Perry","21193",10572,"21193"
"KY","Pike","21195",24665,"21195"
"KY","Powell","21197",4957,"21197"
"KY","Pulaski","21199",28041,"21199"
"KY","Robertson","21201",1013,"21201"
"KY","Rockcastle","21203",6691,"21203"
"KY","Rowan","21205",8848,"21205"
"KY","Russell","21207",8174,"21207"
"KY","Scott","21209",24200,"21209"
"KY","Shelby","21211",20580,"21211"
"KY","Simpson","21213",7531,"21213"
"KY","Spencer","21215",9515,"21215"
"KY","Taylor","21217",11306,"21217"
"KY","Todd","21219",4779,"21219"
"KY","Trigg","21221",6751,"21221"
"KY","Trimble","21223",3798,"21223"
"KY","Union","21225",6211,"21225"
"KY","Warren","21227",48454,"21227"
"KY","Washington","21229",5636,"21229"
"KY","Wayne","21231",7992,"21231"
"KY","Webster","21233",5805,"21233"
"KY","Whitley","21235",13774,"21235"
"KY","Wolfe","21237",2635,"21237"
"KY","Woodford","21239",13563,"21239"
"MO","Adair","29001",10226,"29001"
"MO","Andrew","29003",9140,"29003"
"MO","Atchison","29005",2724,"29005"
"MO","Audrain","29007",10061,"29007"
"MO","Barry","29009",14605,"29009"
"MO","Barton","29011",5939,"29011"
"MO","Bates","29013",8023,"29013"
"MO","Benton","29015",9312,"29015"
"MO","Bollinger","29017",5676,"29017"
"MO","Boone","29019",83868,"29019"
"MO","Buchanan","29021",35659,"29021"
"MO","Butler","29023",17259,"29023"
"MO","Caldwell","29025",4312,"29025"
"MO","Callaway","29027",19193,"29027"
"MO","Camden","29029",22514,"29029"
"MO","Cape Girardeau","29031",37038,"29031"
"MO","Carroll","29033",4361,"29033"
"MO","Carter","29035",2844,"29035"
"MO","Cass","29037",50990,"29037"
"MO","Cedar","29039",6288,"29039"
"MO","Chariton","29041",3969,"29041"
"MO","Christian","29043",41531,"29043"
"MO","Clark","29045",3215,"29045"
"MO","Clay","29047",110176,"29047"
"MO","Clinton","29049",10208,"29049"
"MO","Cole","29051",37374,"29051"
"MO","Cooper","29053",7986,"29053"
"MO","Crawford","29055",9696,"29055"
"MO","Dade","29057",3951,"29057"
"MO","Dallas","29059",7453,"29059"
"MO","Daviess","29061",3593,"29061"
"MO","DeKalb","29063",4594,"29063"
"MO","Dent","29065",6791,"29065"
"MO","Douglas","29067",6666,"29067"
"MO","Dunklin","29069",10578,"29069"
"MO","Franklin","29071",50113,"29071"
"MO","Gasconade","29073",7445,"29073"
"MO","Gentry","29075",3043,"29075"
"MO","Greene","29077",129231,"29077"
"MO","Grundy","29079",4310,"29079"
"MO","Harrison","29081",3689,"29081"
"MO","Henry","29083",9866,"29083"
"MO","Hickory","29085",4724,"29085"
"MO","Holt","29087",2355,"29087"
"MO","Howard","29089",4868,"29089"
"MO","Howell","29091",17455,"29091"
"MO","Iron","29093",4269,"29093"
"MO","Jackson","29095",173275,"29095"
"MO","Jasper","29097",48326,"29097"
"MO","Jefferson","29099",106238,"29099"
"MO","Johnson","29101",21132,"29101"
"MO","Knox","29103",1870,"29103"
"MO","Laclede","29105",16051,"29105"
"MO","Lafayette","29107",15876,"29107"
"MO","Lawrence","29109",16715,"29109"
"MO","Lewis","29111",4456,"29111"
"MO","Lincoln","29113",24962,"29113"
"MO","Linn","29115",5587,"29115"
"MO","Livingston","29117",6421,"29117"
"MO","McDonald","29119",8242,"29119"
"MO","Macon","29121",7621,"29121"
"MO","Madison","29123",5321,"29123"
"MO","Maries","29125",4500,"29125"
"MO","Marion","29127",12938,"29127"
"MO","Mercer","29129",1745,"29129"
"MO","Miller","29131",11416,"29131"
"MO","Mississippi","29133",5169,"29133"
"MO","Moniteau","29135",6830,"29135"
"MO","Monroe","29137",4156,"29137"
"MO","Montgomery","29139",5429,"29139"
"MO","Morgan","29141",8821,"29141"
"MO","New Madrid","29143",7357,"29143"
"MO","Newton","29145",26606,"29145"
"MO","Nodaway","29147",9458,"29147"
"MO","Oregon","29149",4668,"29149"
"MO","Osage","29151",7090,"29151"
"MO","Ozark","29153",4505,"29153"
"MO","Pemiscot","29155",6027,"29155"
"MO","Perry","29157",8740,"29157"
"MO","Pettis","29159",18111,"29159"
"MO","Phelps","29161",18553,"29161"
"MO","Pike","29163",7382,"29163"
"MO","Platte","29165",48885,"29165"
"MO","Polk","29167",13763,"29167"
"MO","Pulaski","29169",13488,"29169"
"MO","Putnam","29171",2346,"29171"
"MO","Ralls","29173",5266,"29173"
"MO","Randolph","29175",10309,"29175"
"MO","Ray","29177",10869,"29177"
"MO","Reynolds","29179",3038,"29179"
"MO","Ripley","29181",5524,"29181"
"MO","St. Charles","29183",201005,"29183"
"MO","St. Clair","29185",4630,"29185"
"MO","Ste. Genevieve","29186",8469,"29186"
"MO","St. Francois","29187",24728,"29187"
"MO","St. Louis County","29189",514858,"29189"
"MO","Saline","29195",9274,"29195"
"MO","Schuyler","29197",1936,"29197"
"MO","Scotland","29199",1968,"29199"
"MO","Scott","29201",17256,"29201"
"MO","Shannon","29203",3904,"29203"
"MO","Shelby","29205",3255,"29205"
"MO","Stoddard","29207",13291,"29207"
"MO","Stone","29209",16567,"29209"
"MO","Sullivan","29211",2486,"29211"
"MO","Taney","29213",23515,"29213"
"MO","Texas","29215",10956,"29215"
"MO","Vernon","29217",8599,"29217"
"MO","Warren","29219",15784,"29219"
"MO","Washington","29221",9282,"29221"
"MO","Wayne","29223",5655,"29223"
"MO","Webster","29225",16743,"29225"
"MO","Worth","29227",1046,"29227"
"MO","Wright","29229",8119,"29229"
"MO","St. Louis City","29510",131191,"29510"
"MO","Kansas City","36000",128601,"36000"
"TX","Anderson","48001",16977,"48001"
"TX","Andrews","48003",4943,"48003"
"TX","Angelina","48005",29911,"48005"
"TX","Aransas","48007",10512,"48007"
"TX","Archer","48009",4283,"48009"
"TX","Armstrong","48011",1021,"48011"
"TX","Atascosa","48013",13673,"48013"
"TX","Austin","48015",12274,"48015"
"TX","Bailey","48017",1793,"48017"
"TX","Bandera","48019",10218,"48019"
"TX","Bastrop","48021",28454,"48021"
"TX","Baylor","48023",1499,"48023"
"TX","Bee","48025",8485,"48025"
"TX","Bell","48027",94994,"48027"
"TX","Bexar","48029",589645,"48029"
"TX","Blanco","48031",5685,"48031"
"TX","Borden","48033",365,"48033"
"TX","Bosque","48035",7838,"48035"
"TX","Bowie","48037",34602,"48037"
"TX","Brazoria","48039",121181,"48039"
"TX","Brazos","48041",67211,"48041"
"TX","Brewster","48043",4252,"48043"
"TX","Briscoe","48045",736,"48045"
"TX","Brooks","48047",2596,"48047"
"TX","Brown","48049",14026,"48049"
"TX","Burleson","48051",6960,"48051"
"TX","Burnet","48053",19204,"48053"
"TX","Caldwell","48055",12092,"48055"
"TX","Calhoun","48057",6965,"48057"
"TX","Callahan","48059",5579,"48059"
"TX","Cameron","48061",92079,"48061"
"TX","Camp","48063",4542,"48063"
"TX","Carson","48065",2964,"48065"
"TX","Cass","48067",12344,"48067"
"TX","Castro","48069",1997,"48069"
"TX","Chambers","48071",16786,"48071"
"TX","Cherokee","48073",16790,"48073"
"TX","Childress","48075",2084,"48075"
"TX","Clay","48077",5018,"48077"
"TX","Cochran","48079",901,"48079"
"TX","Coke","48081",1423,"48081"
"TX","Coleman","48083",3643,"48083"
"TX","Collin","48085",361419,"48085"
"TX","Collingsworth","48087",1156,"48087"
"TX","Colorado","48089",8513,"48089"
"TX","Comal","48091",62178,"48091"
"TX","Comanche","48093",5237,"48093"
"TX","Concho","48095",1068,"48095"
"TX","Cooke","48097",15955,"48097"
"TX","Coryell","48099",18253,"48099"
"TX","Cottle","48101",612,"48101"
"TX","Crane","48103",1384,"48103"
"TX","Crockett","48105",1395,"48105"
"TX","Crosby","48107",1728,"48107"
"TX","Culberson","48109",767,"48109"
"TX","Dallam","48111",1544,"48111"
"TX","Dallas","48113",758973,"48113"
"TX","Dawson","48115",3563,"48115"
"TX","Deaf Smith","48117",4216,"48117"
"TX","Delta","48119",2281,"48119"
"TX","Denton","48121",298645,"48121"
"TX","Dewitt","48123",6844,"48123"
"TX","Dickens","48125",909,"48125"
"TX","Dimmit","48127",3225,"48127"
"TX","Donley","48129",1465,"48129"
"TX","Duval","48131",4168,"48131"
"TX","Eastland","48133",6963,"48133"
"TX","Ector","48135",36530,"48135"
"TX","Edwards","48137",1073,"48137"
"TX","Ellis","48139",63673,"48139"
"TX","El Paso","48141",214008,"48141"
"TX","Erath","48143",13893,"48143"
"TX","Falls","48145",5248,"48145"
"TX","Fannin","48147",12044,"48147"
"TX","Fayette","48149",11174,"48149"
"TX","Fisher","48151",1729,"48151"
"TX","Floyd","48153",1959,"48153"
"TX","Foard","48155",513,"48155"
"TX","Fort Bend","48157",262066,"48157"
"TX","Franklin","48159",4380,"48159"
"TX","Freestone","48161",7684,"48161"
"TX","Frio","48163",4400,"48163"
"TX","Gaines","48165",4620,"48165"
"TX","Galveston","48167",122903,"48167"
"TX","Garza","48169",1484,"48169"
"TX","Gillespie","48171",13214,"48171"
"TX","Glasscock","48173",604,"48173"
"TX","Goliad","48175",3708,"48175"
"TX","Gonzales","48177",6334,"48177"
"TX","Gray","48179",7405,"48179"
"TX","Grayson","48181",47416,"48181"
"TX","Gregg","48183",41749,"48183"
"TX","Grimes","48185",9533,"48185"
"TX","Guadalupe","48187",57822,"48187"
"TX","Hale","48189",8858,"48189"
"TX","Hall","48191",1091,"48191"
"TX","Hamilton","48193",3620,"48193"
"TX","Hansford","48195",1947,"48195"
"TX","Hardeman","48197",1513,"48197"
"TX","Hardin","48199",22780,"48199"
"TX","Harris","48201",1312112,"48201"
"TX","Harrison","48203",26548,"48203"
"TX","Hartley","48205",1952,"48205"
"TX","Haskell","48207",1770,"48207"
"TX","Hays","48209",72164,"48209"
"TX","Hemphill","48211",1695,"48211"
"TX","Henderson","48213",30045,"48213"
"TX","Hidalgo","48215",173437,"48215"
"TX","Hill","48217",12970,"48217"
"TX","Hockley","48219",7311,"48219"
"TX","Hood","48221",26262,"48221"
"TX","Hopkins","48223",13538,"48223"
"TX","Houston","48225",8353,"48225"
"TX","Howard","48227",8723,"48227"
"TX","Hudspeth","48229",871,"48229"
"TX","Hunt","48231",31554,"48231"
"TX","Hutchinson","48233",8155,"48233"
"TX","Irion","48235",766,"48235"
"TX","Jack","48237",3350,"48237"
"TX","Jackson","48239",5302,"48239"
"TX","Jasper","48241",13419,"48241"
"TX","Jeff Davis","48243",1191,"48243"
"TX","Jefferson","48245",87618,"48245"
"TX","Jim Hogg","48247",2119,"48247"
"TX","Jim Wells","48249",12379,"48249"
"TX","Johnson","48251",57606,"48251"
"TX","Jones","48253",5960,"48253"
"TX","Karnes","48255",4198,"48255"
"TX","Kaufman","48257",41265,"48257"
"TX","Kendall","48259",20120,"48259"
"TX","Kenedy","48261",186,"48261"
"TX","Kent","48263",434,"48263"
"TX","Kerr","48265",23297,"48265"
"TX","Kimble","48267",1952,"48267"
"TX","King","48269",159,"48269"
"TX","Kinney","48271",1430,"48271"
"TX","Kleberg","48273",9512,"48273"
"TX","Knox","48275",1367,"48275"
"TX","Lamar","48277",18611,"48277"
"TX","Lamb","48279",3995,"48279"
"TX","Lampasas","48281",8205,"48281"
"TX","La Salle","48283",2059,"48283"
"TX","Lavaca","48285",8661,"48285"
"TX","Lee","48287",6535,"48287"
"TX","Leon","48289",7439,"48289"
"TX","Liberty","48291",24267,"48291"
"TX","Limestone","48293",7739,"48293"
"TX","Lipscomb","48295",1332,"48295"
"TX","Live Oak","48297",4302,"48297"
"TX","Llano","48299",10447,"48299"
"TX","Loving","48301",65,"48301"
"TX","Lubbock","48303",99013,"48303"
"TX","Lynn","48305",2009,"48305"
"TX","McCulloch","48307",3103,"48307"
"TX","McLennan","48309",79075,"48309"
"TX","McMullen","48311",499,"48311"
"TX","Madison","48313",4289,"48313"
"TX","Marion","48315",4238,"48315"
"TX","Martin","48317",1762,"48317"
"TX","Mason","48319",2057,"48319"
"TX","Matagorda","48321",12196,"48321"
"TX","Maverick","48323",13588,"48323"
"TX","Medina","48325",17246,"48325"
"TX","Menard","48327",864,"48327"
"TX","Midland","48329",49212,"48329"
"TX","Milam","48331",8664,"48331"
"TX","Mills","48333",2245,"48333"
"TX","Mitchell","48335",2196,"48335"
"TX","Montague","48337",8604,"48337"
"TX","Montgomery","48339",204632,"48339"
"TX","Moore","48341",5284,"48341"
"TX","Morris","48343",4973,"48343"
"TX","Motley","48345",615,"48345"
"TX","Nacogdoches","48347",22622,"48347"
"TX","Navarro","48349",16433,"48349"
"TX","Newton","48351",5534,"48351"
"TX","Nolan","48353",4857,"48353"
"TX","Nueces","48355",104405,"48355"
"TX","Ochiltree","48357",3002,"48357"
"TX","Oldham","48359",948,"48359"
"TX","Orange","48361",32000,"48361"
"TX","Palo Pinto","48363",10270,"48363"
"TX","Panola","48365",10416,"48365"
"TX","Parker","48367",56817,"48367"
"TX","Parmer","48369",2466,"48369"
"TX","Pecos","48371",4185,"48371"
"TX","Polk","48373",19852,"48373"
"TX","Potter","48375",28651,"48375"
"TX","Presidio","48377",2208,"48377"
"TX","Rains","48379",4701,"48379"
"TX","Randall","48381",54305,"48381"
"TX","Reagan","48383",904,"48383"
"TX","Real","48385",1681,"48385"
"TX","Red River","48387",5161,"48387"
"TX","Reeves","48389",3184,"48389"
"TX","Refugio","48391",2948,"48391"
"TX","Roberts","48393",554,"48393"
"TX","Robertson","48395",7035,"48395"
"TX","Rockwall","48397",39948,"48397"
