"postal_code","geographic_unit_name","geographic_unit_fips","results","county_fips"
"TX","Red River","48387",5074,"48387"
"TX","Reeves","48389",2877,"48389"
"TX","Refugio","48391",2677,"48391"
"TX","Roberts","48393",508,"48393"
"TX","Robertson","48395",7287,"48395"
"TX","Rockwall","48397",35678,"48397"
"TX","Runnels","48399",3668,"48399"
"TX","Rusk","48401",18546,"48401"
"TX","Sabine","48403",4578,"48403"
"TX","San Augustine","48405",3690,"48405"
"TX","San Jacinto","48407",9616,"48407"
"TX","San Patricio","48409",20078,"48409"
"TX","San Saba","48411",2259,"48411"
"TX","Schleicher","48413",1017,"48413"
"TX","Scurry","48415",5027,"48415"
"TX","Shackelford","48417",1363,"48417"
"TX","Shelby","48419",9284,"48419"
"TX","Sherman","48421",1038,"48421"
"TX","Smith","48423",79601,"48423"
"TX","Somervell","48425",3538,"48425"
"TX","Starr","48427",11883,"48427"
"TX","Stephens","48429",3412,"48429"
"TX","Sterling","48431",494,"48431"
"TX","Stonewall","48433",675,"48433"
"TX","Sutton","48435",1489,"48435"
"TX","Swisher","48437",2270,"48437"
"TX","Tarrant","48439",610890,"48439"
"TX","Taylor","48441",43263,"48441"
"TX","Terrell","48443",555,"48443"
"TX","Terry","48445",3709,"48445"
"TX","Throckmorton","48447",813,"48447"
"TX","Titus","48449",8854,"48449"
"TX","Tom Green","48451",36720,"48451"
"TX","Travis","48453",387057,"48453"
"TX","Trinity","48455",6235,"48455"
"TX","Tyler","48457",7654,"48457"
"TX","Upshur","48459",15138,"48459"
"TX","Upton","48461",1300,"48461"
"TX","Uvalde","48463",8435,"48463"
"TX","Val Verde","48465",12081,"48465"
"TX","Van Zandt","48467",19100,"48467"
"TX","Victoria","48469",28853,"48469"
"TX","Walker","48471",18685,"48471"
"TX","Waller","48473",15902,"48473"
"TX","Ward","48475",3245,"48475"
"TX","Washington","48477",14397,"48477"
"TX","Webb","48479",49110,"48479"
"TX","Wharton","48481",14087,"48481"
"TX","Wheeler","48483",2128,"48483"
"TX","Wichita","48485",41018,"48485"
"TX","Wilbarger","48487",3980,"48487"
"TX","Willacy","48489",5064,"48489"
"TX","Williamson","48491",163271,"48491"
"TX","Wilson","48493",17205,"48493"
"TX","Winkler","48495",1725,"48495"
"TX","Wise","48497",20745,"48497"
"TX","Wood","48499",17581,"48499"
"TX","Yoakum","48501",2128,"48501"
"TX","Young","48503",7316,"48503"
"TX","Zapata","48505",3543,"48505"
"TX","Zavala","48507",3653,"48507"
