geographic_unit_fips,geographic_unit_name,results,postal_code,county_fips
13093_lilly,13093_lilly,347,GA,13093
13093_pinehurst,13093_pinehurst,386,GA,13093
13093_unadilla,13093_unadilla,1076,GA,13093
13093_vienna,13093_vienna,1803,GA,13093
13095_1st-christian-church,13095_1st-christian-church,1085,GA,13095
13095_2nd-mt-zion-church,13095_2nd-mt-zion-church,995,GA,13095
13095_albany-middle-school,13095_albany-middle-school,924,GA,13095
13095_alice-coachman-elementary,13095_alice-coachman-elementary,508,GA,13095
13095_bill-miller-center,13095_bill-miller-center,1095,GA,13095
13095_carver-teen-center,13095_carver-teen-center,641,GA,13095
13095_christ-church,13095_christ-church,1496,GA,13095
13095_covenant-church,13095_covenant-church,1414,GA,13095
13095_darton-college,13095_darton-college,2536,GA,13095
13095_greenbriar-church,13095_greenbriar-church,2920,GA,13095
13095_international-studies,13095_international-studies,659,GA,13095
13095_jackson-heights-elementary,13095_jackson-heights-elementary,1122,GA,13095
13095_lamar-reese-elementary,13095_lamar-reese-elementary,673,GA,13095
13095_litman-cathedral,13095_litman-cathedral,689,GA,13095
13095_lovett-hall,13095_lovett-hall,404,GA,13095
13095_merry-acres-middle,13095_merry-acres-middle,1602,GA,13095
13095_mt-zion-center,13095_mt-zion-center,1804,GA,13095
13095_palmyra-methodist,13095_palmyra-methodist,1580,GA,13095
13095_phoebe-east,13095_phoebe-east,1396,GA,13095
13095_phoebe-healthworks,13095_phoebe-healthworks,636,GA,13095
13095_pine-bluff-baptist-church,13095_pine-bluff-baptist-church,1321,GA,13095
13095_putney-1st-baptist-church,13095_putney-1st-baptist-church,1766,GA,13095
13095_radium-middle-school,13095_radium-middle-school,409,GA,13095
13095_sherwood-elementary,13095_sherwood-elementary,1928,GA,13095
13095_shiloh-baptist-church,13095_shiloh-baptist-church,697,GA,13095
13095_turner-elementary,13095_turner-elementary,274,GA,13095
13095_westover-high-school,13095_westover-high-school,2446,GA,13095
13095_westtown-elementary,13095_westtown-elementary,1887,GA,13095
13097_arbor-station,13097_arbor-station,1932,GA,13097
13097_atlanta-west-pentecostal,13097_atlanta-west-pentecostal,2135,GA,13097
13097_beulah-baptist-church,13097_beulah-baptist-church,2337,GA,13097
13097_boundary-waters,13097_boundary-waters,2898,GA,13097
13097_bright-star,13097_bright-star,1823,GA,13097
13097_chapel-hill,13097_chapel-hill,2880,GA,13097
13097_chestnut-log,13097_chestnut-log,2753,GA,13097
13097_church-at-chapel-hill,13097_church-at-chapel-hill,4620,GA,13097
13097_deer-lick,13097_deer-lick,1853,GA,13097
13097_dog-river-library,13097_dog-river-library,3913,GA,13097
13097_dorsett-shoals,13097_dorsett-shoals,2473,GA,13097
13097_ephesus-baptist-church,13097_ephesus-baptist-church,3064,GA,13097
13097_factory-shoals,13097_factory-shoals,3118,GA,13097
13097_first-baptist-douglasville,13097_first-baptist-douglasville,1882,GA,13097
13097_first-baptist-lithia-springs,13097_first-baptist-lithia-springs,1274,GA,13097
13097_golden-methodist-church,13097_golden-methodist-church,3452,GA,13097
13097_lithia-springs-high-school,13097_lithia-springs-high-school,3995,GA,13097
13097_lutheran-church-gs,13097_lutheran-church-gs,2771,GA,13097
13097_mirror-lake-elementary,13097_mirror-lake-elementary,4540,GA,13097
13097_old-courthouse,13097_old-courthouse,3274,GA,13097
13097_prays-mill-gym,13097_prays-mill-gym,3908,GA,13097
13097_st-julians-episcopal,13097_st-julians-episcopal,1511,GA,13097
13097_stewart,13097_stewart,1963,GA,13097
13097_turner,13097_turner,2509,GA,13097
13097_winston,13097_winston,1275,GA,13097
13099_arlington,13099_arlington,663,GA,13099
13099_blakely,13099_blakely,2246,GA,13099
13099_cedar-springs,13099_cedar-springs,820,GA,13099
13099_cuba,13099_cuba,849,GA,13099
13099_urquhart,13099_urquhart,527,GA,13099
13101_statenville,13101_statenville,1418,GA,13101
13103_1a,13103_1a,1482,GA,13103
13103_1b,13103_1b,2101,GA,13103
13103_1c,13103_1c,1010,GA,13103
13103_1d,13103_1d,1432,GA,13103
13103_2a,13103_2a,2275,GA,13103
13103_2b,13103_2b,2087,GA,13103
13103_2c,13103_2c,3365,GA,13103
13103_3a,13103_3a,1018,GA,13103
13103_3b,13103_3b,1144,GA,13103
13103_3c,13103_3c,1447,GA,13103
13103_3d,13103_3d,2225,GA,13103
13103_4a,13103_4a,2570,GA,13103
13103_4b,13103_4b,1258,GA,13103
13103_4c,13103_4c,1948,GA,13103
13103_5a,13103_5a,2008,GA,13103
13103_5b,13103_5b,2693,GA,13103
13103_5c,13103_5c,1224,GA,13103
13105_centerville,13105_centerville,753,GA,13105
13105_elberton,13105_elberton,2576,GA,13105
13105_eliam,13105_eliam,615,GA,13105
13105_gaines,13105_gaines,431,GA,13105
13105_goshen,13105_goshen,1206,GA,13105
13105_longstreet,13105_longstreet,468,GA,13105
13105_moss-ruckersville,13105_moss-ruckersville,352,GA,13105
13105_petersburg,13105_petersburg,293,GA,13105
13105_pike,13105_pike,1196,GA,13105
13105_webbsboro,13105_webbsboro,327,GA,13105
13105_wyche,13105_wyche,858,GA,13105
13107_adrian,13107_adrian,560,GA,13107
13107_blundale,13107_blundale,577,GA,13107
13107_canoochee,13107_canoochee,499,GA,13107
13107_cross-green,13107_cross-green,180,GA,13107
13107_garfield,13107_garfield,374,GA,13107
13107_nunez,13107_nunez,274,GA,13107
13107_oak-park,13107_oak-park,489,GA,13107
13107_stillmore,13107_stillmore,390,GA,13107
13107_summertown,13107_summertown,365,GA,13107
13107_swainsboro,13107_swainsboro,4530,GA,13107
13107_twin-city,13107_twin-city,1130,GA,13107
13109_veterans-community-center,13109_veterans-community-center,4191,GA,13109
13111_colwell,13111_colwell,864,GA,13111
13111_fairplay,13111_fairplay,896,GA,13111
13111_flinthill,13111_flinthill,2114,GA,13111
13111_hemptown,13111_hemptown,968,GA,13111
13111_hothouse,13111_hothouse,940,GA,13111
13111_mineral-bluff,13111_mineral-bluff,1376,GA,13111
13111_mobile,13111_mobile,837,GA,13111
13111_morganton,13111_morganton,1533,GA,13111
13111_noontootla,13111_noontootla,654,GA,13111
13111_skeniah,13111_skeniah,268,GA,13111
13111_sugar-creek,13111_sugar-creek,1782,GA,13111
13111_toccoa,13111_toccoa,2454,GA,13111
13113_aberdeen,13113_aberdeen,1379,GA,13113
13113_antioch,13113_antioch,1343,GA,13113
13113_banks,13113_banks,1143,GA,13113
13113_blackrock,13113_blackrock,1955,GA,13113
13113_braelinn,13113_braelinn,1504,GA,13113
13113_brooks,13113_brooks,1996,GA,13113
13113_camp-creek,13113_camp-creek,1515,GA,13113
13113_dogwood,13113_dogwood,2494,GA,13113
13113_europe,13113_europe,2421,GA,13113
13113_fayetteville-east,13113_fayetteville-east,1407,GA,13113
13113_fayetteville-west,13113_fayetteville-west,1579,GA,13113
13113_fielding-ridge,13113_fielding-ridge,2819,GA,13113
13113_flat-creek,13113_flat-creek,1512,GA,13113
13113_flint,13113_flint,1233,GA,13113
13113_harps-crossing,13113_harps-crossing,1155,GA,13113
13113_hopeful,13113_hopeful,1631,GA,13113
13113_jeff-davis,13113_jeff-davis,1808,GA,13113
13113_kedron,13113_kedron,3745,GA,13113
13113_kenwood,13113_kenwood,756,GA,13113
13113_mcintosh,13113_mcintosh,2633,GA,13113
13113_morning-creek,13113_morning-creek,2215,GA,13113
13113_murphy,13113_murphy,2285,GA,13113
13113_oak-grove,13113_oak-grove,1049,GA,13113
13113_oak-ridge,13113_oak-ridge,1611,GA,13113
13113_rareover,13113_rareover,2388,GA,13113
13113_rising-star,13113_rising-star,3364,GA,13113
13113_sandy-creek,13113_sandy-creek,3559,GA,13113
13113_shakerag-east,13113_shakerag-east,1255,GA,13113
13113_shakerag-west,13113_shakerag-west,1056,GA,13113
13113_spring-hill,13113_spring-hill,2300,GA,13113
13113_starrsmill,13113_starrsmill,2344,GA,13113
13113_whitewater,13113_whitewater,2809,GA,13113
13113_willow-pond,13113_willow-pond,2277,GA,13113
13113_willowbend,13113_willowbend,1526,GA,13113
13113_windgate,13113_windgate,806,GA,13113
13113_woolsey,13113_woolsey,1858,GA,13113
13115_alto-park,13115_alto-park,2235,GA,13115
13115_armuchee,13115_armuchee,892,GA,13115
13115_barkers,13115_barkers,1591,GA,13115
13115_cave-spring,13115_cave-spring,1084,GA,13115
13115_chulio,13115_chulio,814,GA,13115
13115_east-lindale,13115_east-lindale,2142,GA,13115
13115_east-rome,13115_east-rome,2351,GA,13115
13115_etowah,13115_etowah,3330,GA,13115
13115_everett-springs,13115_everett-springs,323,GA,13115
13115_floyd-springs,13115_floyd-springs,1283,GA,13115
13115_fosters-mill,13115_fosters-mill,687,GA,13115
13115_garden-lakes,13115_garden-lakes,1422,GA,13115
13115_glenwood,13115_glenwood,2268,GA,13115
13115_howell,13115_howell,1045,GA,13115
13115_mt-alto-north,13115_mt-alto-north,3065,GA,13115
13115_mt-alto-south,13115_mt-alto-south,2435,GA,13115
13115_north-carolina,13115_north-carolina,1141,GA,13115
13115_north-rome,13115_north-rome,1895,GA,13115
13115_riverside,13115_riverside,532,GA,13115
13115_south-rome,13115_south-rome,750,GA,13115
13115_texas-valley,13115_texas-valley,614,GA,13115
13115_town-rome,13115_town-rome,1711,GA,13115
13115_vanns-valley,13115_vanns-valley,507,GA,13115
13115_watters,13115_watters,2345,GA,13115
13115_west-lindale,13115_west-lindale,1756,GA,13115
13117_01-big-creek,13117_01-big-creek,9011,GA,13117
13117_02-brandywine,13117_02-brandywine,3244,GA,13117
13117_03-browns-bridge,13117_03-browns-bridge,8042,GA,13117
13117_04-chestatee,13117_04-chestatee,5123,GA,13117
13117_05-coal-mountain,13117_05-coal-mountain,5985,GA,13117
13117_06-crossroads,13117_06-crossroads,5117,GA,13117
13117_07-cumming,13117_07-cumming,4347,GA,13117
13117_08-mashburn,13117_08-mashburn,6646,GA,13117
13117_10-midway,13117_10-midway,9620,GA,13117
13117_15-heardsville,13117_15-heardsville,6348,GA,13117
13117_16-otwell,13117_16-otwell,4833,GA,13117
13117_19-old-atlanta,13117_19-old-atlanta,2992,GA,13117
13117_21-south-forsyth,13117_21-south-forsyth,6741,GA,13117
13117_25-windermere,13117_25-windermere,7859,GA,13117
13117_27-concord,13117_27-concord,7787,GA,13117
13117_29-polo,13117_29-polo,8743,GA,13117
13117_34-fowler,13117_34-fowler,3897,GA,13117
13117_35-johns-creek,13117_35-johns-creek,6714,GA,13117
13117_36-nichols,13117_36-nichols,5749,GA,13117
13117_37-sawnee,13117_37-sawnee,9469,GA,13117
13119_canon,13119_canon,910,GA,13119
13119_carnesville,13119_carnesville,1765,GA,13119
13119_lavonia,13119_lavonia,1581,GA,13119
13119_northeast-franklin,13119_northeast-franklin,2055,GA,13119
13119_royston,13119_royston,1411,GA,13119
13119_southwest-franklin,13119_southwest-franklin,1739,GA,13119
13119_west-franklin,13119_west-franklin,1184,GA,13119
13121_01a,13121_01a,2850,GA,13121
13121_01b,13121_01b,3305,GA,13121
13121_01c,13121_01c,768,GA,13121
13121_01d,13121_01d,468,GA,13121
13121_01e,13121_01e,2730,GA,13121
13121_01f,13121_01f,519,GA,13121
13121_01g,13121_01g,1251,GA,13121
13121_01h,13121_01h,420,GA,13121
13121_01i,13121_01i,1,GA,13121
13121_01j,13121_01j,1363,GA,13121
13121_01p,13121_01p,627,GA,13121
13121_01r,13121_01r,511,GA,13121
13121_01s,13121_01s,986,GA,13121
13121_01t,13121_01t,889,GA,13121
13121_02a,13121_02a,3668,GA,13121
13121_02a1,13121_02a1,451,GA,13121
13121_02b,13121_02b,1425,GA,13121
13121_02c,13121_02c,1310,GA,13121
13121_02d,13121_02d,3685,GA,13121
13121_02e,13121_02e,1615,GA,13121
13121_02f1,13121_02f1,2387,GA,13121
13121_02f2,13121_02f2,502,GA,13121
13121_02g,13121_02g,2900,GA,13121
13121_02j,13121_02j,1615,GA,13121
13121_02k,13121_02k,1064,GA,13121
13121_02l1,13121_02l1,4134,GA,13121
13121_02l1a,13121_02l1a,844,GA,13121
13121_02l2,13121_02l2,1532,GA,13121
13121_02s,13121_02s,495,GA,13121
13121_02w,13121_02w,655,GA,13121
13121_03a,13121_03a,810,GA,13121
13121_03b,13121_03b,229,GA,13121
13121_03c,13121_03c,755,GA,13121
13121_03d,13121_03d,458,GA,13121
13121_03e,13121_03e,1091,GA,13121
13121_03f,13121_03f,1498,GA,13121
13121_03g,13121_03g,289,GA,13121
13121_03h,13121_03h,418,GA,13121
13121_03i,13121_03i,658,GA,13121
13121_03l,13121_03l,222,GA,13121
13121_03m,13121_03m,555,GA,13121
13121_03n,13121_03n,924,GA,13121
13121_03p1a,13121_03p1a,2452,GA,13121
13121_03p2,13121_03p2,7,GA,13121
13121_03s,13121_03s,425,GA,13121
13121_03t,13121_03t,828,GA,13121
13121_04a,13121_04a,608,GA,13121
13121_04b,13121_04b,787,GA,13121
13121_04c,13121_04c,52,GA,13121
13121_04d,13121_04d,848,GA,13121
13121_04f,13121_04f,1261,GA,13121
13121_04g,13121_04g,406,GA,13121
13121_04i,13121_04i,838,GA,13121
13121_04j,13121_04j,191,GA,13121
13121_04k,13121_04k,1328,GA,13121
13121_04l,13121_04l,981,GA,13121
13121_04m,13121_04m,344,GA,13121
13121_04s,13121_04s,1242,GA,13121
13121_04t,13121_04t,686,GA,13121
13121_04v,13121_04v,1360,GA,13121
13121_04w,13121_04w,227,GA,13121
13121_04x1,13121_04x1,1095,GA,13121
13121_04x2,13121_04x2,418,GA,13121
13121_05a1,13121_05a1,2216,GA,13121
13121_05a2,13121_05a2,2416,GA,13121
13121_05b,13121_05b,1109,GA,13121
13121_05c,13121_05c,45,GA,13121
13121_05d,13121_05d,93,GA,13121
13121_05f,13121_05f,141,GA,13121
13121_05j,13121_05j,480,GA,13121
13121_05k,13121_05k,1230,GA,13121
13121_06b,13121_06b,1461,GA,13121
13121_06d,13121_06d,5329,GA,13121
13121_06d1,13121_06d1,1498,GA,13121
13121_06d2,13121_06d2,500,GA,13121
13121_06e,13121_06e,1616,GA,13121
13121_06f,13121_06f,2056,GA,13121
13121_06g,13121_06g,425,GA,13121
13121_06i,13121_06i,2505,GA,13121
13121_06j,13121_06j,2238,GA,13121
13121_06l1,13121_06l1,802,GA,13121
13121_06l2,13121_06l2,576,GA,13121
13121_06n,13121_06n,1187,GA,13121
13121_06q,13121_06q,345,GA,13121
13121_06r,13121_06r,1360,GA,13121
13121_07a,13121_07a,5395,GA,13121
13121_07b,13121_07b,2475,GA,13121
13121_07c,13121_07c,3197,GA,13121
13121_07d,13121_07d,3249,GA,13121
13121_07e,13121_07e,1708,GA,13121
13121_07f,13121_07f,2863,GA,13121
13121_07h,13121_07h,1648,GA,13121
13121_07j,13121_07j,2277,GA,13121
13121_07m,13121_07m,1487,GA,13121
13121_07n,13121_07n,1300,GA,13121
13121_08a,13121_08a,2400,GA,13121
13121_08b,13121_08b,2778,GA,13121
13121_08c,13121_08c,1207,GA,13121
13121_08d,13121_08d,887,GA,13121
13121_08e,13121_08e,2174,GA,13121
13121_08f1,13121_08f1,1869,GA,13121
13121_08g,13121_08g,2016,GA,13121
13121_08h,13121_08h,2101,GA,13121
13121_08j,13121_08j,2643,GA,13121
13121_08k,13121_08k,839,GA,13121
13121_08l,13121_08l,3274,GA,13121
13121_08m,13121_08m,1795,GA,13121
13121_08n1,13121_08n1,671,GA,13121
13121_08n2,13121_08n2,1202,GA,13121
13121_08p,13121_08p,1142,GA,13121
13121_09a,13121_09a,2752,GA,13121
13121_09b,13121_09b,181,GA,13121
13121_09c,13121_09c,1675,GA,13121
13121_09d,13121_09d,1000,GA,13121
13121_09e,13121_09e,1639,GA,13121
13121_09f,13121_09f,2967,GA,13121
13121_09g,13121_09g,2808,GA,13121
13121_09h,13121_09h,713,GA,13121
13121_09i,13121_09i,601,GA,13121
13121_09k,13121_09k,1695,GA,13121
13121_09k1,13121_09k1,487,GA,13121
13121_09m,13121_09m,1922,GA,13121
13121_10a,13121_10a,1799,GA,13121
13121_10b,13121_10b,2673,GA,13121
13121_10c,13121_10c,1184,GA,13121
13121_10d,13121_10d,2217,GA,13121
13121_10e,13121_10e,597,GA,13121
13121_10f,13121_10f,665,GA,13121
13121_10g,13121_10g,883,GA,13121
13121_10h1,13121_10h1,278,GA,13121
13121_10h2,13121_10h2,1111,GA,13121
13121_10i,13121_10i,269,GA,13121
13121_10j,13121_10j,498,GA,13121
13121_10k,13121_10k,1017,GA,13121
13121_10m,13121_10m,1607,GA,13121
13121_10p,13121_10p,748,GA,13121
13121_10r,13121_10r,404,GA,13121
13121_11b,13121_11b,2611,GA,13121
13121_11b1,13121_11b1,413,GA,13121
13121_11c,13121_11c,2149,GA,13121
13121_11e1,13121_11e1,725,GA,13121
13121_11e2,13121_11e2,602,GA,13121
13121_11e3,13121_11e3,2052,GA,13121
13121_11g,13121_11g,987,GA,13121
13121_11h,13121_11h,393,GA,13121
13121_11j,13121_11j,1087,GA,13121
13121_11k,13121_11k,1213,GA,13121
13121_11m,13121_11m,1067,GA,13121
13121_11m1,13121_11m1,782,GA,13121
13121_11n,13121_11n,1505,GA,13121
13121_11p,13121_11p,1120,GA,13121
13121_11r,13121_11r,844,GA,13121
13121_12a,13121_12a,2849,GA,13121
13121_12a1,13121_12a1,399,GA,13121
13121_12d,13121_12d,611,GA,13121
13121_12e1,13121_12e1,719,GA,13121
13121_12f,13121_12f,524,GA,13121
13121_12g,13121_12g,444,GA,13121
13121_12h1,13121_12h1,379,GA,13121
13121_12h2,13121_12h2,1427,GA,13121
13121_12i,13121_12i,508,GA,13121
13121_12j,13121_12j,1395,GA,13121
13121_12k,13121_12k,1626,GA,13121
13121_12l,13121_12l,281,GA,13121
13121_12m,13121_12m,1380,GA,13121
13121_12n,13121_12n,426,GA,13121
13121_12s,13121_12s,1029,GA,13121
13121_ap01a,13121_ap01a,4100,GA,13121
13121_ap01b,13121_ap01b,896,GA,13121
13121_ap01c,13121_ap01c,1888,GA,13121
13121_ap01d,13121_ap01d,681,GA,13121
13121_ap021,13121_ap021,2573,GA,13121
13121_ap022,13121_ap022,1770,GA,13121
13121_ap02b,13121_ap02b,483,GA,13121
13121_ap03,13121_ap03,425,GA,13121
13121_ap04a,13121_ap04a,1445,GA,13121
13121_ap04b,13121_ap04b,401,GA,13121
13121_ap05,13121_ap05,3794,GA,13121
13121_ap06,13121_ap06,1597,GA,13121
13121_ap07a,13121_ap07a,2845,GA,13121
13121_ap07b,13121_ap07b,1527,GA,13121
13121_ap09a,13121_ap09a,3447,GA,13121
13121_ap09b,13121_ap09b,701,GA,13121
13121_ap10,13121_ap10,823,GA,13121
13121_ap12a,13121_ap12a,505,GA,13121
13121_ap12b,13121_ap12b,599,GA,13121
13121_ap12c,13121_ap12c,1751,GA,13121
13121_ap14,13121_ap14,2597,GA,13121
13121_ch01,13121_ch01,210,GA,13121
13121_ch02,13121_ch02,248,GA,13121
13121_ch03,13121_ch03,308,GA,13121
13121_ch04a,13121_ch04a,670,GA,13121
13121_ch05,13121_ch05,330,GA,13121
13121_cp011,13121_cp011,764,GA,13121
13121_cp012,13121_cp012,929,GA,13121
13121_cp01b,13121_cp01b,254,GA,13121
13121_cp02,13121_cp02,673,GA,13121
13121_cp04a,13121_cp04a,4,GA,13121
13121_cp04b,13121_cp04b,19,GA,13121
13121_cp051,13121_cp051,970,GA,13121
13121_cp05b,13121_cp05b,78,GA,13121
13121_cp06a,13121_cp06a,236,GA,13121
13121_cp07b,13121_cp07b,4,GA,13121
13121_cp07c,13121_cp07c,73,GA,13121
13121_cp07d,13121_cp07d,235,GA,13121
13121_cp07e,13121_cp07e,42,GA,13121
13121_cp07f,13121_cp07f,65,GA,13121
13121_cp081,13121_cp081,110,GA,13121
13121_cp083,13121_cp083,37,GA,13121
13121_cp084,13121_cp084,0,GA,13121
13121_cp08a,13121_cp08a,182,GA,13121
13121_ep01a,13121_ep01a,1642,GA,13121
13121_ep01b,13121_ep01b,1743,GA,13121
13121_ep02a,13121_ep02a,1094,GA,13121
13121_ep02b,13121_ep02b,1144,GA,13121
13121_ep02c,13121_ep02c,311,GA,13121
13121_ep02d,13121_ep02d,245,GA,13121
13121_ep02e,13121_ep02e,757,GA,13121
13121_ep03a,13121_ep03a,2853,GA,13121
13121_ep03b,13121_ep03b,1081,GA,13121
13121_ep04a,13121_ep04a,2664,GA,13121
13121_ep04b,13121_ep04b,1545,GA,13121
13121_ep04c,13121_ep04c,457,GA,13121
13121_fa01a,13121_fa01a,2515,GA,13121
13121_fa01b,13121_fa01b,3409,GA,13121
13121_fa01c,13121_fa01c,478,GA,13121
13121_fa01d,13121_fa01d,178,GA,13121
13121_fc01,13121_fc01,182,GA,13121
13121_fc02,13121_fc02,59,GA,13121
13121_fc03,13121_fc03,17,GA,13121
13121_hp01,13121_hp01,2189,GA,13121
13121_jc01,13121_jc01,3434,GA,13121
13121_jc01a,13121_jc01a,1042,GA,13121
13121_jc02,13121_jc02,2187,GA,13121
13121_jc03a,13121_jc03a,486,GA,13121
13121_jc03b,13121_jc03b,1235,GA,13121
13121_jc04a,13121_jc04a,2596,GA,13121
13121_jc04b,13121_jc04b,228,GA,13121
13121_jc04c,13121_jc04c,970,GA,13121
13121_jc05,13121_jc05,1766,GA,13121
13121_jc06,13121_jc06,2063,GA,13121
13121_jc07,13121_jc07,3551,GA,13121
13121_jc08,13121_jc08,2301,GA,13121
13121_jc09,13121_jc09,2382,GA,13121
13121_jc10,13121_jc10,1976,GA,13121
13121_jc11,13121_jc11,2696,GA,13121
13121_jc12,13121_jc12,2249,GA,13121
13121_jc13a,13121_jc13a,1840,GA,13121
13121_jc13b,13121_jc13b,232,GA,13121
13121_jc14,13121_jc14,2091,GA,13121
13121_jc15,13121_jc15,700,GA,13121
13121_jc16,13121_jc16,2099,GA,13121
13121_jc18,13121_jc18,2321,GA,13121
13121_jc19,13121_jc19,3191,GA,13121
13121_ml01a,13121_ml01a,2333,GA,13121
13121_ml01b,13121_ml01b,553,GA,13121
13121_ml02a,13121_ml02a,2106,GA,13121
13121_ml02b,13121_ml02b,1546,GA,13121
13121_ml03,13121_ml03,3045,GA,13121
13121_ml03a,13121_ml03a,211,GA,13121
13121_ml04,13121_ml04,2667,GA,13121
13121_ml05,13121_ml05,3657,GA,13121
13121_ml06a,13121_ml06a,1386,GA,13121
13121_ml06b,13121_ml06b,2223,GA,13121
13121_ml07a,13121_ml07a,652,GA,13121
13121_ml07b,13121_ml07b,1330,GA,13121
13121_mp01,13121_mp01,375,GA,13121
13121_pa01,13121_pa01,1818,GA,13121
13121_rw01,13121_rw01,4210,GA,13121
13121_rw02,13121_rw02,3310,GA,13121
13121_rw03,13121_rw03,3408,GA,13121
13121_rw04,13121_rw04,1546,GA,13121
13121_rw05,13121_rw05,1843,GA,13121
13121_rw06,13121_rw06,2299,GA,13121
13121_rw07a,13121_rw07a,905,GA,13121
13121_rw07b,13121_rw07b,281,GA,13121
13121_rw08,13121_rw08,1840,GA,13121
13121_rw09,13121_rw09,3909,GA,13121
13121_rw09a,13121_rw09a,1306,GA,13121
13121_rw10,13121_rw10,2979,GA,13121
13121_rw11a,13121_rw11a,2064,GA,13121
13121_rw12,13121_rw12,3607,GA,13121
13121_rw12a,13121_rw12a,1563,GA,13121
13121_rw13,13121_rw13,2968,GA,13121
13121_rw16,13121_rw16,1682,GA,13121
13121_rw17,13121_rw17,2154,GA,13121
13121_rw19,13121_rw19,1769,GA,13121
13121_rw20,13121_rw20,2189,GA,13121
13121_rw21,13121_rw21,2637,GA,13121
13121_rw22a,13121_rw22a,3159,GA,13121
13121_sc01a,13121_sc01a,53,GA,13121
13121_sc01b,13121_sc01b,1611,GA,13121
13121_sc01c,13121_sc01c,1652,GA,13121
13121_sc02,13121_sc02,1061,GA,13121
13121_sc04,13121_sc04,736,GA,13121
13121_sc05a,13121_sc05a,475,GA,13121
13121_sc05b,13121_sc05b,2534,GA,13121
13121_sc05d,13121_sc05d,1907,GA,13121
13121_sc05e,13121_sc05e,475,GA,13121
13121_sc07a,13121_sc07a,3388,GA,13121
13121_sc07c,13121_sc07c,13,GA,13121
13121_sc07d,13121_sc07d,1113,GA,13121
13121_sc08b,13121_sc08b,2567,GA,13121
13121_sc08c,13121_sc08c,70,GA,13121
13121_sc08d,13121_sc08d,362,GA,13121
13121_sc08e,13121_sc08e,438,GA,13121
13121_sc08f,13121_sc08f,432,GA,13121
13121_sc08g,13121_sc08g,3,GA,13121
13121_sc08h,13121_sc08h,0,GA,13121
13121_sc09a,13121_sc09a,979,GA,13121
13121_sc09b,13121_sc09b,1249,GA,13121
13121_sc09c,13121_sc09c,1052,GA,13121
13121_sc10,13121_sc10,810,GA,13121
13121_sc11a,13121_sc11a,999,GA,13121
13121_sc11b,13121_sc11b,1007,GA,13121
13121_sc13,13121_sc13,2006,GA,13121
13121_sc14a,13121_sc14a,508,GA,13121
13121_sc15,13121_sc15,3210,GA,13121
13121_sc15a,13121_sc15a,1583,GA,13121
13121_sc16a,13121_sc16a,3696,GA,13121
13121_sc17a,13121_sc17a,44,GA,13121
13121_sc17b,13121_sc17b,5,GA,13121
13121_sc17c,13121_sc17c,783,GA,13121
13121_sc18a,13121_sc18a,388,GA,13121
13121_sc18b,13121_sc18b,678,GA,13121
13121_sc18c,13121_sc18c,1569,GA,13121
13121_sc19a,13121_sc19a,142,GA,13121
13121_sc19b,13121_sc19b,829,GA,13121
13121_sc20,13121_sc20,2032,GA,13121
13121_sc211,13121_sc211,1280,GA,13121
13121_sc212,13121_sc212,2723,GA,13121
13121_sc23a,13121_sc23a,2176,GA,13121
13121_sc23b,13121_sc23b,347,GA,13121
13121_sc23c,13121_sc23c,1529,GA,13121
13121_sc27,13121_sc27,1397,GA,13121
13121_sc29a,13121_sc29a,1846,GA,13121
13121_sc30a,13121_sc30a,118,GA,13121
13121_sc30b,13121_sc30b,596,GA,13121
13121_ss01,13121_ss01,3880,GA,13121
13121_ss02a,13121_ss02a,906,GA,13121
13121_ss02b,13121_ss02b,920,GA,13121
13121_ss03,13121_ss03,1226,GA,13121
13121_ss04,13121_ss04,2696,GA,13121
13121_ss05,13121_ss05,1579,GA,13121
13121_ss06,13121_ss06,1417,GA,13121
13121_ss07a,13121_ss07a,994,GA,13121
13121_ss07b,13121_ss07b,564,GA,13121
13121_ss07c,13121_ss07c,532,GA,13121
13121_ss08a,13121_ss08a,1303,GA,13121
13121_ss08b,13121_ss08b,559,GA,13121
13121_ss08c,13121_ss08c,503,GA,13121
13121_ss08d,13121_ss08d,1036,GA,13121
13121_ss09a,13121_ss09a,2592,GA,13121
13121_ss09b,13121_ss09b,2952,GA,13121
13121_ss11a,13121_ss11a,2769,GA,13121
13121_ss11b,13121_ss11b,891,GA,13121
13121_ss11c,13121_ss11c,198,GA,13121
13121_ss11d,13121_ss11d,322,GA,13121
13121_ss12,13121_ss12,2249,GA,13121
13121_ss13a,13121_ss13a,1521,GA,13121
13121_ss13b,13121_ss13b,923,GA,13121
13121_ss14,13121_ss14,1172,GA,13121
13121_ss15a,13121_ss15a,1512,GA,13121
13121_ss15b,13121_ss15b,1118,GA,13121
13121_ss16,13121_ss16,1749,GA,13121
13121_ss17,13121_ss17,2728,GA,13121
13121_ss18a,13121_ss18a,545,GA,13121
13121_ss18b,13121_ss18b,195,GA,13121
13121_ss19a,13121_ss19a,2048,GA,13121
13121_ss19b,13121_ss19b,1677,GA,13121
13121_ss20,13121_ss20,1520,GA,13121
13121_ss22,13121_ss22,1766,GA,13121
13121_ss26,13121_ss26,2194,GA,13121
13121_ss29a,13121_ss29a,2054,GA,13121
13121_ss31,13121_ss31,1289,GA,13121
13121_uc01a,13121_uc01a,1967,GA,13121
13121_uc01b,13121_uc01b,230,GA,13121
13121_uc01d,13121_uc01d,0,GA,13121
